Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
EDUCATIONAL PRECINCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
ELVINGTON,0,2,5,9,15,22,31,40,51,62,73,83,93,101,109,116,121,126,129,132,134,135,136,136,137,137,137,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
FARADAY STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
FAWDON T1 & SEATON BURN T1,1,3,8,14,22,33,46,61,77,93,110,126,140,153,165,175,183,190,195,199,201,203,205,206,207,207,207,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
FISHBURN,1,4,8,15,24,36,50,65,83,101,118,135,151,165,177,188,197,204,209,214,217,219,220,221,222,223,223,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
FLATWORTH CENTRAL,1,3,7,12,19,28,39,52,66,80,94,107,120,131,141,149,156,162,166,170,172,174,175,176,177,177,177,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
FOSS ISLANDS,0,2,5,10,16,23,32,42,54,65,77,88,98,107,115,122,128,132,136,139,141,142,143,144,144,144,144,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
FOSSWAY 33/11KV,1,3,7,12,20,29,40,53,67,82,96,109,122,134,144,152,160,165,170,173,176,177,179,180,180,180,180,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
FOURSTONES 20KV,0,0,1,2,3,4,5,7,9,11,13,15,16,18,19,20,21,22,23,23,23,24,24,24,24,24,24,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
FYLANDS BRIDGE,0,2,4,8,13,19,26,35,44,53,63,72,80,87,94,100,104,108,111,113,115,116,117,117,118,118,118,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GALE LANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GARWOOD STREET,0,2,3,6,10,15,20,27,34,41,49,55,62,68,73,77,81,84,86,88,89,90,91,91,91,91,91,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GATESHEAD CENTRAL,1,3,6,10,17,25,34,45,57,70,82,93,104,114,123,130,136,141,145,148,150,151,152,153,154,154,154,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GATESHEAD EAST,1,5,12,21,33,49,69,91,114,139,164,187,208,228,245,260,272,282,290,296,300,303,305,306,307,308,308,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GOSFORTH 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GRANGETOWN,4,19,43,77,124,182,254,334,422,513,605,690,769,841,905,959,1005,1041,1070,1091,1107,1118,1126,1131,1135,1137,1137,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GREATHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GUISBOROUGH T1 T2,0,1,1,2,3,5,7,9,12,14,17,19,21,23,25,26,28,29,29,30,30,31,31,31,31,31,31,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HARLOW GREEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HARMIRE BRIDGE,1,3,8,14,22,32,45,59,75,91,108,123,137,150,161,171,179,185,190,194,197,199,200,201,202,202,202,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HARRATON,0,2,5,10,16,23,32,42,53,65,76,87,97,106,114,121,127,131,135,137,139,141,142,142,143,143,143,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HARROGATE 132/11KV,0,2,5,9,15,22,31,40,51,62,73,83,93,101,109,116,121,126,129,132,134,135,136,136,137,137,137,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HARROGATE WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HARTMOOR 66/20KV,0,1,2,4,7,10,13,18,22,27,32,36,41,45,48,51,53,55,57,58,59,59,60,60,60,60,60,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HAWTHORN PIT,1,5,10,19,30,45,62,82,103,126,148,169,188,206,221,235,246,255,261,267,271,273,275,276,277,278,278,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HAXBY ROAD T2 T3,0,1,2,4,7,10,14,19,24,29,35,39,44,48,52,55,57,60,61,62,63,64,64,65,65,65,65,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HEBBURN,1,3,6,12,19,28,38,51,64,78,92,104,116,127,137,145,152,158,162,165,167,169,170,171,172,172,172,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HEBBURN WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HEDWORTH,0,1,2,4,7,11,15,19,25,30,35,40,45,49,53,56,58,61,62,64,64,65,66,66,66,66,66,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HEIGHINGTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HEXHAM,0,1,3,5,7,11,15,20,25,30,36,41,46,50,54,57,60,62,63,65,66,66,67,67,67,67,67,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HIGH BARMSTON,3,13,30,54,87,129,179,236,298,362,427,487,543,594,639,677,709,735,755,770,781,789,795,798,801,803,803,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HIGH FLATTS,0,1,1,2,4,6,8,11,13,16,19,22,24,27,29,30,32,33,34,35,35,35,36,36,36,36,36,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HOUGHTON,1,3,7,12,20,29,41,53,67,82,97,110,123,134,145,153,161,166,171,174,177,179,180,181,181,182,182,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HOWDON,0,2,4,8,13,19,26,34,43,53,62,71,79,86,93,98,103,107,110,112,114,115,116,116,116,117,117,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HUNTINGTON NEW LANE,0,1,3,6,10,14,20,27,33,41,48,55,61,67,72,76,80,83,85,87,88,89,89,90,90,90,90,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
HUSTHWAITE 33/11KV,0,2,4,8,13,19,26,34,43,52,61,70,78,85,92,97,102,106,109,111,112,114,114,115,115,116,116,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
JARROW,0,1,2,4,6,9,13,17,21,26,30,34,38,42,45,48,50,52,53,54,55,56,56,56,56,57,57,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
KENTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
KIELDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
KILLINGWORTH,0,2,5,9,14,20,28,37,47,58,68,77,86,94,102,108,113,117,120,122,124,125,126,127,127,128,128,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
KIRBYMOORSIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
LINTON 66/20KV,0,1,2,4,7,10,14,18,23,28,33,37,41,45,49,52,54,56,58,59,60,60,61,61,61,61,61,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
LONGBENTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
LOW SPENNYMOOR,0,2,4,8,12,18,25,33,42,51,60,68,76,83,89,94,99,102,105,107,109,110,111,111,112,112,112,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
LYNEMOUTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MADDISON STREET,0,0,0,1,1,2,3,4,4,5,6,7,8,9,10,10,11,11,11,12,12,12,12,12,12,12,12,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MALLEABLE,1,4,9,17,27,40,55,73,92,111,131,150,167,183,196,208,218,226,232,237,240,243,244,245,246,247,247,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MALTON,1,3,7,12,19,28,39,52,65,79,93,107,119,130,140,148,155,161,165,169,171,173,174,175,175,176,176,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MEADOWFIELD,0,1,3,5,8,12,16,21,27,33,38,44,49,53,57,61,64,66,68,69,70,71,71,72,72,72,72,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MELROSEGATE 33/11KV,0,0,1,2,3,4,5,7,9,11,13,15,16,18,19,20,21,22,23,23,23,24,24,24,24,24,24,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MILLBANK LANE,0,2,5,8,13,20,27,36,46,55,65,74,83,91,98,104,108,112,115,118,119,121,122,122,122,123,123,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MONKSEATON,0,0,0,1,1,2,3,4,4,5,6,7,8,9,10,10,11,11,11,12,12,12,12,12,12,12,12,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MOOR MONKTON PUMPS,0,1,2,4,6,9,12,16,20,24,29,33,37,40,43,46,48,50,51,52,53,53,54,54,54,54,54,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MORPETH,0,2,4,7,12,18,24,32,41,49,58,66,74,81,87,92,97,100,103,105,107,108,108,109,109,109,109,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
MOUNT ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NEWBURN HAUGH,0,1,3,6,10,14,20,26,33,40,47,53,59,65,70,74,78,80,83,84,85,86,87,87,88,88,88,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NEWBY,0,0,1,2,3,4,5,7,9,11,13,15,16,18,19,20,21,22,23,23,23,24,24,24,24,24,24,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NEWCASTLE AIRPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NEWTON AYCLIFFE SOUTH,0,1,1,2,4,5,8,10,12,15,18,20,23,25,27,28,30,31,32,32,33,33,33,34,34,34,34,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NORTH STREET,0,1,2,3,5,7,9,12,16,19,22,26,28,31,34,36,37,39,40,40,41,41,42,42,42,42,42,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NORTH TEES T1 T2,2,12,27,49,78,115,160,211,266,324,381,435,485,531,571,605,634,657,675,688,698,705,710,713,716,717,717,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NORTH TEES T3 T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NORTHALLERTON,0,1,3,6,10,14,20,27,33,41,48,55,61,67,72,76,80,83,85,87,88,89,89,90,90,90,90,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
NORTON 132/11KV,0,0,1,2,3,4,6,8,10,12,14,16,18,20,21,22,23,24,25,25,26,26,26,26,26,26,26,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
OATLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
OFFERTON 33/11KV,0,1,3,5,8,12,16,22,27,33,39,45,50,54,58,62,65,67,69,70,71,72,73,73,73,73,73,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
PALLION TRADING,0,0,1,2,3,4,5,7,9,11,13,15,16,18,19,20,21,22,23,23,23,24,24,24,24,24,24,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
PETERLEE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
PETERLEE WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
PILGRIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
POTTER HOUSE T1 T3,0,1,3,5,8,12,16,21,27,33,38,44,49,53,57,61,64,66,68,69,70,71,71,72,72,72,72,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
POTTER HOUSE T4 T5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
PRISSICK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
RAVENSCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
RAWCLIFFE LANE,0,1,2,3,5,7,10,13,16,20,23,26,29,32,34,37,38,40,41,42,42,43,43,43,43,43,43,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric HGVs
